Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-12-27,Ma Rainey's Black Bottom,2020,https://boxd.it/1xlD0r,3,,,2020-12-26
2020-12-27,Shirley,2020,https://boxd.it/1xn3vR,4,,,2020-12-26
2020-12-27,Dick Johnson Is Dead,2020,https://boxd.it/1xoY8n,4,,,2020-12-26
2020-12-28,Scoob!,2020,https://boxd.it/1xw2a7,1,,,2020-12-27
2020-12-28,Possessor,2020,https://boxd.it/1xzJXd,4,,,2020-12-27
2020-12-28,I'm Thinking of Ending Things,2020,https://boxd.it/1xC5Qx,5,Yes,,2020-12-27
2020-12-29,Another Round,2020,https://boxd.it/1xLNsR,4,,,2020-12-28
2020-12-29,She Dies Tomorrow,2020,https://boxd.it/1xN2y3,2.5,,,2020-12-28
2020-12-30,Labyrinth,1986,https://boxd.it/1xSoRL,3.5,,,2020-12-29
2020-12-30,Wendy,2020,https://boxd.it/1xYfYP,2,,,2020-12-29
2020-12-30,Disclosure,2020,https://boxd.it/1xZ7Sh,3.5,,,2020-12-30
2020-12-31,Kajillionaire,2020,https://boxd.it/1y4vHx,4.5,,,2020-12-30
2021-01-01,Sorry We Missed You,2019,https://boxd.it/1ydgbT,4.5,,,2020-12-31
2021-01-01,Tenet,2020,https://boxd.it/1yfdyp,3,,,2020-12-31
2021-01-02,Female Trouble,1974,https://boxd.it/1yvHrb,4.5,Yes,,2021-01-01
2021-01-03,Ratatouille: The TikTok Musical,2021,https://boxd.it/1yHI71,3.5,,,2021-01-02
2021-01-04,Anastasia,1997,https://boxd.it/1yVx81,4,,,2021-01-03
2021-01-04,Stop Making Sense,1984,https://boxd.it/1yZ7OD,5,Yes,,2021-01-04
2021-01-06,Wolfwalkers,2020,https://boxd.it/1zdwDX,4,,,2021-01-05
2021-01-06,Collective,2019,https://boxd.it/1zg5z1,4.5,,,2021-01-05
2021-01-07,Beastie Boys Story,2020,https://boxd.it/1znkyh,4,,,2021-01-06
2021-01-09,Rabbits,2002,https://boxd.it/1zH6SH,4,,,2021-01-09
2021-01-10,Repo Man,1984,https://boxd.it/1zMMpR,3.5,,,2021-01-09
2021-01-10,Sailing with Bushnell Keeler,1967,https://boxd.it/1zRrT7,,,,2021-01-10
2021-01-10,Absurd Encounter with Fear,1967,https://boxd.it/1zRsZZ,,,,2021-01-10
2021-01-10,The Cowboy and the Frenchman,1988,https://boxd.it/1zRzor,3,,,2021-01-10
2021-01-11,2001: A Space Odyssey,1968,https://boxd.it/1A0Ngz,4.5,Yes,,2021-01-10
2021-01-11,Day of the Fight,1951,https://boxd.it/1A1Zpl,2,,,2021-01-11
2021-01-12,Flying Padre,1951,https://boxd.it/1A3mdT,2,,,2021-01-11
2021-01-12,The Seafarers,1953,https://boxd.it/1A3phT,2.5,,,2021-01-11
2021-01-13,Jour de Fête,1949,https://boxd.it/1AevxZ,4,,,2021-01-12
2021-01-13,Run,2020,https://boxd.it/1Ajmdr,2,,,2021-01-12
2021-01-14,The Social Dilemma,2020,https://boxd.it/1AtQAF,1,,,2021-01-13
2021-01-17,Seven Samurai,1954,https://boxd.it/1AUcOh,4.5,,,2021-01-16
2021-01-18,The Straight Story,1999,https://boxd.it/1B3Gff,5,,,2021-01-17
2021-01-18,Serial Mom,1994,https://boxd.it/1B8Mzv,5,Yes,,2021-01-17
2021-01-19,Election,1999,https://boxd.it/1Bf8ZH,4,,,2021-01-18
2021-01-20,Crip Camp: A Disability Revolution,2020,https://boxd.it/1BrHmz,4.5,Yes,,2021-01-19
2021-01-23,Breathless,1960,https://boxd.it/1BKIWB,2.5,,,2021-01-22
2021-01-24,Killer's Kiss,1955,https://boxd.it/1BXbRz,3,,,2021-01-23
2021-01-27,Wolfwalkers,2020,https://boxd.it/1CrcUT,4,Yes,,2021-01-26
2021-01-28,Godzilla,2014,https://boxd.it/1CxAZ1,4,,,2021-01-27
2021-01-30,The Blob,1958,https://boxd.it/1CM5Rb,3,,,2021-01-29
2021-02-01,Office Space,1999,https://boxd.it/1DakpT,2,,,2021-01-31
2021-02-05,Ma Rainey's Black Bottom,2020,https://boxd.it/1DG7hh,3,Yes,,2021-02-04
2021-02-06,Akira,1988,https://boxd.it/1DMgH1,4,,,2021-02-05
2021-02-08,House,1977,https://boxd.it/1E94kP,5,Yes,,2021-02-07
2021-02-13,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/1EJsWl,4,,,2021-02-12
2021-02-13,Godzilla,1954,https://boxd.it/1EKpgD,4,,,2021-02-12
2021-02-15,Shattered Glass,2003,https://boxd.it/1F8vEf,3.5,,,2021-02-14
2021-02-19,Pariah,2011,https://boxd.it/1FHqi9,4.5,,,2021-02-18
2021-02-20,Mishima: A Life in Four Chapters,1985,https://boxd.it/1FQkaV,5,,,2021-02-19
2021-02-24,Godzilla Raids Again,1955,https://boxd.it/1GoZ1t,2,,,2021-02-23
2021-02-24,Fantastic Planet,1973,https://boxd.it/1GpC9r,3.5,,,2021-02-23
2021-02-24,Paddington 2,2017,https://boxd.it/1Grzab,5,Yes,,2021-02-23
2021-02-25,Kennywood Memories,1988,https://boxd.it/1GyHYn,4,,,2021-02-24
2021-02-26,The Birdcage,1996,https://boxd.it/1GD6UX,4,,,2021-02-25
2021-02-26,Once Upon a Time... in Hollywood,2019,https://boxd.it/1GEHVb,3.5,,,2021-02-25
2021-02-26,Judas and the Black Messiah,2021,https://boxd.it/1GGdTD,4.5,,,2021-02-25
2021-02-27,King Kong vs. Godzilla,1963,https://boxd.it/1GK71D,2.5,,,2021-02-26
2021-02-27,Desert Hearts,1985,https://boxd.it/1GM30b,3.5,,,2021-02-26
2021-02-28,Professor Marston and the Wonder Women,2017,https://boxd.it/1GSXTD,4,,,2021-02-27
2021-02-28,Blue Collar,1978,https://boxd.it/1GWeHl,4,,,2021-02-27
2021-02-28,Bamboozled,2000,https://boxd.it/1GYQcz,3.5,,,2021-02-28
2021-03-01,Vampire's Kiss,1988,https://boxd.it/1H7suR,5,,,2021-02-28
2021-03-05,Matewan,1987,https://boxd.it/1HA4xl,5,,,2021-03-04
2021-03-05,Girlfriends,1978,https://boxd.it/1HBRB9,4,,,2021-03-04
2021-03-05,Blue Velvet,1986,https://boxd.it/1HCJ0V,3,,,2021-03-05
2021-03-06,The Passion of Joan of Arc,1928,https://boxd.it/1HGEn9,3,,,2021-03-05
2021-03-07,The Last Temptation of Christ,1988,https://boxd.it/1HQDY9,4.5,,,2021-03-06
2021-03-07,Tom & Jerry,2021,https://boxd.it/1HV2CP,0.5,,,2021-03-07
2021-03-08,Nomadland,2020,https://boxd.it/1I4Ird,2.5,,,2021-03-07
2021-03-11,A Hot Dog Program,1999,https://boxd.it/1In7ih,4,,,2021-03-10
2021-03-12,But I'm a Cheerleader,1999,https://boxd.it/1IxsMx,4,,,2021-03-11
2021-03-13,The Phantom Carriage,1921,https://boxd.it/1IDAVf,,,,2021-03-12
2021-03-14,Sandwiches That You Will Like,2002,https://boxd.it/1IMyuf,4,,,2021-03-13
2021-03-14,A Program About Unusual Buildings & Other Roadside Stuff,2004,https://boxd.it/1IN3UN,3,,,2021-03-13
2021-03-14,An Ice Cream Show,1996,https://boxd.it/1INLGb,4,,,2021-03-13
2021-03-14,Coded Bias,2020,https://boxd.it/1IPsLl,4,,,2021-03-14
2021-03-15,Grey Gardens,1975,https://boxd.it/1IYHsL,4.5,,,2021-03-14
2021-03-18,Original Cast Album: Company,1970,https://boxd.it/1JlILP,5,,,2021-03-17
2021-03-19,Blow the Man Down,2019,https://boxd.it/1JtlNp,3.5,,,2021-03-18
2021-03-19,WandaVision,2021,https://boxd.it/1Jv1bf,3,,,2021-03-19
2021-03-20,The Man Who Knew Too Much,1934,https://boxd.it/1JA8ON,3,,,2021-03-19
2021-03-22,The Blues Brothers,1980,https://boxd.it/1JWhFf,5,Yes,,2021-03-21
2021-03-22,Stop Making Sense,1984,https://boxd.it/1JYbqR,5,Yes,,2021-03-22
2021-03-24,Citizen Kane,1941,https://boxd.it/1Kdekx,4,,,2021-03-24
2021-03-26,The Secret of Kells,2009,https://boxd.it/1KqXKB,2.5,,,2021-03-25
2021-03-27,The Uninvited,1944,https://boxd.it/1Kxixv,3.5,,,2021-03-26
2021-03-27,Promising Young Woman,2020,https://boxd.it/1KysVz,2,,,2021-03-26
2021-03-28,Kes,1969,https://boxd.it/1KEec3,4.5,,,2021-03-27
2021-03-29,Nine to Five,1980,https://boxd.it/1KTe3P,3,,,2021-03-28
2021-03-30,Barbarella,1968,https://boxd.it/1L1Ecz,4.5,,,2021-03-29
2021-04-01,Hustlers,2019,https://boxd.it/1LaRFd,4.5,,,2021-03-31
2021-04-01,Kong: Skull Island,2017,https://boxd.it/1LgfTN,3.5,,,2021-03-31
2021-04-02,Time Bandits,1981,https://boxd.it/1LntdF,4,,,2021-04-01
2021-04-02,Best in Show,2000,https://boxd.it/1LoWKF,3.5,,,2021-04-01
2021-04-03,Godzilla: King of the Monsters,2019,https://boxd.it/1Lwvgz,2.5,,,2021-04-02
2021-04-04,Dune,1984,https://boxd.it/1LHYfd,,,,2021-04-03
2021-04-05,Barry Lyndon,1975,https://boxd.it/1LSa3N,4.5,,,2021-04-04
2021-04-06,Sunday in the Park with George,1986,https://boxd.it/1M3tTl,5,,,2021-04-05
2021-04-07,The Lighthouse,2019,https://boxd.it/1Md3dX,5,Yes,,2021-04-06
2021-04-07,A Beautiful Day in the Neighborhood,2019,https://boxd.it/1MdTxZ,3,,,2021-04-07
2021-04-08,Whiplash,2014,https://boxd.it/1Mk3Zr,5,,,2021-04-07
2021-04-08,Spider-Man: Far From Home,2019,https://boxd.it/1MlCvN,3,,,2021-04-08
2021-04-09,Adaptation.,2002,https://boxd.it/1Mse6D,4.5,Yes,,2021-04-08
2021-04-09,Shiva Baby,2020,https://boxd.it/1MtyJ3,4,,,2021-04-09
2021-04-10,Persona,1966,https://boxd.it/1MACKD,4,,,2021-04-09
2021-04-11,Inland Empire,2006,https://boxd.it/1MKe0h,4.5,,,2021-04-10
2021-04-11,Speed Racer,2008,https://boxd.it/1MMPBN,5,,,2021-04-11
2021-04-12,Company: A Musical Comedy,2008,https://boxd.it/1MWjXn,5,Yes,,2021-04-11
2021-04-13,Popstar: Never Stop Never Stopping,2016,https://boxd.it/1N6IIx,4.5,,,2021-04-13
2021-04-15,On the Waterfront,1954,https://boxd.it/1Nlk15,3.5,,,2021-04-14
2021-04-16,"O Brother, Where Art Thou?",2000,https://boxd.it/1Nu2WF,4,,,2021-04-15
2021-04-16,Network,1976,https://boxd.it/1Nv3a5,5,,,2021-04-16
2021-04-17,All That Jazz,1979,https://boxd.it/1NByUv,4,,,2021-04-16
2021-04-18,Lost Highway,1997,https://boxd.it/1NJ967,3.5,,,2021-04-17
2021-04-18,Hot Rod,2007,https://boxd.it/1NKXxf,4.5,,,2021-04-17
2021-04-19,Young Frankenstein,1974,https://boxd.it/1NXBCN,3,,,2021-04-18
2021-04-21,Godzilla vs. Kong,2021,https://boxd.it/1OcrM9,2,,,2021-04-20
2021-04-22,Dirty Dancing,1987,https://boxd.it/1Omzvv,4.5,,,2021-04-22
2021-04-23,In Bruges,2008,https://boxd.it/1OtaSX,2,,,2021-04-22
2021-04-24,Do the Right Thing,1989,https://boxd.it/1OyWKR,4.5,,,2021-04-23
2021-04-25,Robin Hood: Men in Tights,1993,https://boxd.it/1OIHdX,3,,,2021-04-24
2021-04-25,RoboCop,1987,https://boxd.it/1OKX3N,4,,,2021-04-24
2021-04-25,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,https://boxd.it/1OOv0z,4,,,2021-04-25
2021-04-26,Juno,2007,https://boxd.it/1OVWpP,4,,,2021-04-25
2021-04-26,The Godfather,1972,https://boxd.it/1OYxI9,4,Yes,,2021-04-25
2021-04-28,Eraserhead,1977,https://boxd.it/1Pd72r,4.5,,,2021-04-27
2021-04-29,Passion,1996,https://boxd.it/1Pk3GV,4,,,2021-04-28
2021-04-29,THX 1138,1971,https://boxd.it/1PlWHB,3,,,2021-04-28
2021-04-29,Mondo Trasho,1969,https://boxd.it/1PnkLf,2.5,,,2021-04-28
2021-04-30,Barb & Star Go to Vista Del Mar,2021,https://boxd.it/1PtBFZ,3.5,,,2021-04-29
2021-04-30,Hot Fuzz,2007,https://boxd.it/1PuwUx,5,Yes,,2021-04-29
2021-05-01,Three Colours: Blue,1993,https://boxd.it/1PBjab,4,,,2021-04-30
2021-05-02,The King of Comedy,1982,https://boxd.it/1PI4ff,4.5,,,2021-05-01
2021-05-02,Scream 2,1997,https://boxd.it/1PKrFf,3.5,,,2021-05-01
2021-05-02,Pink Floyd: The Wall,1982,https://boxd.it/1PMB7L,4.5,,,2021-05-01
2021-05-03,Into the Woods,1991,https://boxd.it/1PSmIp,4,,,2021-05-02
2021-05-03,Some Like It Hot,1959,https://boxd.it/1PUVfr,4.5,,,2021-05-02
2021-05-03,True Stories,1986,https://boxd.it/1PWJaj,5,Yes,,2021-05-02
2021-05-03,Stop Making Sense,1984,https://boxd.it/1PYGvR,5,Yes,,2021-05-03
2021-05-05,Neon Genesis Evangelion,1995,https://boxd.it/1QcWU7,4,,,2021-05-04
2021-05-05,Decalogue I,1989,https://boxd.it/1QeXcz,4,,,2021-05-05
2021-05-06,I'm Not There,2007,https://boxd.it/1QirXh,3.5,,,2021-05-05
2021-05-06,Flashdance,1983,https://boxd.it/1Qjb5P,2,,,2021-05-05
2021-05-06,Mortal Kombat,2021,https://boxd.it/1QkCJf,2,,,2021-05-05
2021-05-07,Tenacious D in The Pick of Destiny,2006,https://boxd.it/1Qqi3F,3.5,,,2021-05-06
2021-05-07,American Factory,2019,https://boxd.it/1QsRLh,3.5,Yes,,2021-05-06
2021-05-08,Beastie Boys: Video Anthology,2000,https://boxd.it/1Qx2yV,4.5,,,2021-05-07
2021-05-10,A Little Night Music,1977,https://boxd.it/1QPXRL,2,,,2021-05-09
2021-05-10,Little Italy,2018,https://boxd.it/1QSesx,1,,,2021-05-09
2021-05-10,The Matrix Reloaded,2003,https://boxd.it/1QUzMn,3.5,,,2021-05-10
2021-05-11,The Matrix Revolutions,2003,https://boxd.it/1QXH1b,3,,,2021-05-10
2021-05-12,The Animatrix,2003,https://boxd.it/1R6NWP,2.5,,,2021-05-11
2021-05-14,Isle of Dogs,2018,https://boxd.it/1Rlyy9,3.5,,,2021-05-13
2021-05-14,Newsies,1992,https://boxd.it/1RnFlZ,4.5,,,2021-05-13
2021-05-15,Snowpiercer,2013,https://boxd.it/1RvCHT,3.5,Yes,,2021-05-14
2021-05-16,Hot Rod,2007,https://boxd.it/1RG1aP,4.5,Yes,,2021-05-15
2021-05-17,Being John Malkovich,1999,https://boxd.it/1ROP7H,4.5,Yes,,2021-05-16
2021-05-18,Cecil B. Demented,2000,https://boxd.it/1RYDN7,3.5,Yes,,2021-05-17
2021-05-19,Begin Again,2013,https://boxd.it/1S6hix,4,,,2021-05-19
2021-05-20,"I'm a Cyborg, but That's OK",2006,https://boxd.it/1S9dDn,3.5,,,2021-05-19
2021-05-20,Blade Runner 2049,2017,https://boxd.it/1Sd1jj,3.5,,,2021-05-20
2021-05-21,The Truman Show,1998,https://boxd.it/1Sg5HZ,3.5,,,2021-05-20
2021-05-21,Burn!,1969,https://boxd.it/1SiW4b,3.5,,,2021-05-20
2021-05-22,Jellyfish Eyes,2013,https://boxd.it/1Sq9Nn,2.5,,,2021-05-21
2021-05-23,Purple Rain,1984,https://boxd.it/1Swzmf,1.5,,,2021-05-22
2021-05-26,Polyester,1981,https://boxd.it/1T1cEH,4.5,Yes,,2021-05-25
2021-05-28,Blue Collar,1978,https://boxd.it/1Teg5H,4.5,Yes,,2021-05-27
2021-05-29,Paris Is Burning,1990,https://boxd.it/1Tk3Rv,3.5,,,2021-05-28
2021-05-29,David Lynch: The Art Life,2016,https://boxd.it/1Tl1T7,2.5,,,2021-05-28
2021-05-31,Bo Burnham: Inside,2021,https://boxd.it/1TAX63,5,,,2021-05-30
2021-05-31,Happy Death Day,2017,https://boxd.it/1TEGa1,3,Yes,,2021-05-30
2021-06-01,Bo Burnham: Inside,2021,https://boxd.it/1TQ7xD,5,Yes,,2021-05-31
2021-06-02,The Mitchells vs. the Machines,2021,https://boxd.it/1TTpOD,4,,,2021-06-01
2021-06-02,Thunder Force,2021,https://boxd.it/1TXIyH,1.5,,,2021-06-01
2021-06-03,Cruella,2021,https://boxd.it/1U3aQp,3.5,,,2021-06-02
2021-06-04,Funeral Parade of Roses,1969,https://boxd.it/1U8S37,4,,,2021-06-03
2021-06-04,Saving Face,2004,https://boxd.it/1UbXvr,3,,,2021-06-03
2021-06-06,The Killing,1956,https://boxd.it/1UoTCz,3,,,2021-06-05
2021-06-06,Minari,2020,https://boxd.it/1UsO25,4,,,2021-06-05
2021-06-07,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/1UFKHz,4,Yes,,2021-06-06
2021-06-08,Citizenfour,2014,https://boxd.it/1UN7of,4.5,Yes,,2021-06-07
2021-06-09,Eighth Grade,2018,https://boxd.it/1UTjFT,5,Yes,,2021-06-08
2021-06-09,Bo Burnham: Inside,2021,https://boxd.it/1UTZ75,5,Yes,,2021-06-08
2021-06-10,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1V0QW3,4,,,2021-06-09
2021-06-10,Divine Trash,1998,https://boxd.it/1V2r3L,3.5,,,2021-06-10
2021-06-11,Muppet Treasure Island,1996,https://boxd.it/1V859z,4,Yes,,2021-06-10
2021-06-11,This Filthy World,2006,https://boxd.it/1V9qBL,4,,,2021-06-11
2021-06-12,Valley of the Dolls,1967,https://boxd.it/1VcOSH,3,,,2021-06-11
2021-06-12,Beyond the Valley of the Dolls,1970,https://boxd.it/1VdVTJ,3.5,,,2021-06-11
2021-06-13,Scott Pilgrim vs. the World,2010,https://boxd.it/1VnVZ3,5,Yes,,2021-06-12
2021-06-14,The Big Sick,2017,https://boxd.it/1Vw5eH,5,Yes,,2021-06-13
2021-06-16,Hedwig and the Angry Inch,2001,https://boxd.it/1VM0bF,4.5,,,2021-06-15
2021-06-17,La Cage aux Folles,1978,https://boxd.it/1VSggt,3,,,2021-06-16
2021-06-18,Before Night Falls,2000,https://boxd.it/1VZswR,2.5,,,2021-06-17
2021-06-20,Framing Britney Spears,2021,https://boxd.it/1WbvNP,3,,,2021-06-19
2021-06-21,Showgirls,1995,https://boxd.it/1WotFv,4.5,,,2021-06-20
2021-06-22,Friends: The Reunion,2021,https://boxd.it/1WukD3,3,,,2021-06-21
2021-06-25,Shiva Baby,2020,https://boxd.it/1WSP7v,4,Yes,,2021-06-24
2021-06-27,The Straight Story,1999,https://boxd.it/1X9JTH,5,Yes,,2021-06-27
2021-06-29,Great Old Amusement Parks,1999,https://boxd.it/1XofQD,3.5,,,2021-06-28
2021-07-03,First Reformed,2017,https://boxd.it/1XVqnX,5,,,2021-07-02
2021-07-04,Luca,2021,https://boxd.it/1Y0lKx,3.5,,,2021-07-03
2021-07-04,Zola,2020,https://boxd.it/1Y1Xwb,3.5,,,2021-07-03
2021-07-04,The Black Cauldron,1985,https://boxd.it/1Y37k7,2,,,2021-07-03
2021-07-05,The Comfort of Strangers,1990,https://boxd.it/1Y9L7f,2,,,2021-07-04
2021-07-05,My Neighbor Totoro,1988,https://boxd.it/1Yfxy9,4,,,2021-07-04
2021-07-06,The Falcon and the Winter Soldier,2021,https://boxd.it/1Yqg9N,3,,,2021-07-05
2021-07-07,Shaun of the Dead,2004,https://boxd.it/1YyeLB,4,,,2021-07-06
2021-07-08,Raya and the Last Dragon,2021,https://boxd.it/1YGMwr,2,,,2021-07-07
2021-07-08,Wolfgang,2021,https://boxd.it/1YHyPL,3,,,2021-07-07
2021-07-09,Mishima: A Life in Four Chapters,1985,https://boxd.it/1YPASX,5,Yes,,2021-07-08
2021-07-10,Kennywood Memories,1988,https://boxd.it/1YZBtT,5,Yes,,2021-07-09
2021-07-11,In the Heights,2021,https://boxd.it/1Z4yup,2.5,,,2021-07-10
2021-07-12,Lemonade Mouth,2011,https://boxd.it/1ZhNO1,4.5,Yes,,2021-07-11
2021-07-12,Patty Hearst,1988,https://boxd.it/1ZkIHZ,4,,,2021-07-12
2021-07-15,Knives Out,2019,https://boxd.it/1ZEsYF,4,Yes,,2021-07-13
2021-07-15,Whiplash,2014,https://boxd.it/1ZLm6h,5,Yes,,2021-07-14
2021-07-17,Space Jam: A New Legacy,2021,https://boxd.it/2010Z7,1,,,2021-07-16
2021-07-18,Ingrid Goes West,2017,https://boxd.it/20bgtV,4.5,Yes,,2021-07-17
2021-07-18,An Evening with Beverly Luff Linn,2018,https://boxd.it/20cyIh,3,,,2021-07-17
2021-07-19,Desperate Living,1977,https://boxd.it/20oExj,3,Yes,,2021-07-18
2021-07-20,A Dirty Shame,2004,https://boxd.it/20y8WV,4,Yes,,2021-07-19
2021-07-22,Pig,2021,https://boxd.it/20Mvsn,4.5,,,2021-07-21
2021-07-23,Roadrunner: A Film About Anthony Bourdain,2021,https://boxd.it/20V4yr,3.5,,,2021-07-22
2021-07-23,Xanadu,1980,https://boxd.it/20XbJl,3,,,2021-07-23
2021-07-24,Jackass: The Movie,2002,https://boxd.it/212Uu1,3,,,2021-07-23
2021-07-24,Punch-Drunk Love,2002,https://boxd.it/2142a1,4,,,2021-07-23
2021-07-25,Jackass Number Two,2006,https://boxd.it/21ad4b,3.5,,,2021-07-24
2021-07-25,Tampopo,1985,https://boxd.it/21d7kX,4.5,,,2021-07-24
2021-07-26,Jackass 2.5,2007,https://boxd.it/21m7aB,2.5,,,2021-07-25
2021-07-26,Alien,1979,https://boxd.it/21pkZt,4.5,Yes,,2021-07-25
2021-07-28,Multiple Maniacs,1970,https://boxd.it/21DcQr,4,Yes,,2021-07-25
2021-07-27,Jackass 3D,2010,https://boxd.it/21yzDv,3,,,2021-07-26
2021-07-28,Jackass 3.5,2011,https://boxd.it/21FQA3,3,,,2021-07-27
2021-07-29,Old,2021,https://boxd.it/21OtRt,1,,,2021-07-28
2021-07-29,Jackass Presents: Bad Grandpa,2013,https://boxd.it/21Pvpj,2,,,2021-07-28
2021-07-29,Fear Street: 1994,2021,https://boxd.it/21QVEr,2.5,,,2021-07-29
2021-07-30,Pink Flamingos,1972,https://boxd.it/21Zpi7,3,Yes,,2021-07-30
2021-07-31,Fear Street: 1978,2021,https://boxd.it/224Aov,2.5,,,2021-07-30
2021-07-31,Fear Street: 1666,2021,https://boxd.it/227pcz,3,,,2021-07-31
2021-08-01,The Joy of Life,2005,https://boxd.it/22gn0J,4,,,2021-07-31
2021-08-01,The Celluloid Closet,1995,https://boxd.it/22hb55,4,,,2021-08-01
2021-08-02,The World's End,2013,https://boxd.it/22poAh,3,,,2021-08-01
2021-08-02,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,https://boxd.it/22rwrL,3.5,,,2021-08-02
2021-08-04,Lingua Franca,2019,https://boxd.it/22G1GZ,4.5,,,2021-08-03
2021-08-04,Rock 'n' Roll High School,1979,https://boxd.it/22IHW5,3.5,,,2021-08-04
2021-08-06,The Green Knight,2021,https://boxd.it/22YoT9,3.5,,,2021-08-05
2021-08-07,Howard,2018,https://boxd.it/239m83,3.5,,,2021-08-07
2021-08-08,Cabaret,1972,https://boxd.it/23iPv9,5,,,2021-08-07
2021-08-09,The Diane Linkletter Story,1970,https://boxd.it/23nzDB,2.5,,,2021-08-08
2021-08-09,30/30 Vision: Three Decades of Strand Releasing,2019,https://boxd.it/23nUsz,,,,2021-08-08
2021-08-09,"Night Is Short, Walk On Girl",2017,https://boxd.it/23rR4d,4,,,2021-08-08
2021-08-09,Gimme Shelter,1970,https://boxd.it/23uowt,4,,,2021-08-09
2021-08-10,Annette,2021,https://boxd.it/23AXxj,1.5,,,2021-08-09
2021-08-11,Fear and Loathing in Las Vegas,1998,https://boxd.it/23M3dL,3.5,,,2021-08-10
2021-08-12,PG: Psycho Goreman,2020,https://boxd.it/23PY8f,4.5,,,2021-08-11
2021-08-12,Moonstruck,1987,https://boxd.it/23UFMv,4.5,,,2021-08-12
2021-08-13,First Reformed,2017,https://boxd.it/23ZwZ1,5,Yes,,2021-08-12
2021-08-14,Grand Illusion,1937,https://boxd.it/245F4b,3.5,,,2021-08-13
2021-08-14,Smiles of a Summer Night,1955,https://boxd.it/249Ln7,3.5,,,2021-08-13
2021-08-15,Crisis,1946,https://boxd.it/24ggrV,2,,,2021-08-14
2021-08-15,The Suicide Squad,2021,https://boxd.it/24itn7,3.5,,,2021-08-14
2021-08-15,The House with a Clock in Its Walls,2018,https://boxd.it/24jSqR,2,,,2021-08-15
2021-08-16,Speed Racer,2008,https://boxd.it/24sGnf,5,Yes,,2021-08-15
2021-08-18,Arrival,2016,https://boxd.it/24IoGZ,3,,,2021-08-17
2021-08-18,The King of Staten Island,2020,https://boxd.it/24LM4B,3,,,2021-08-17
2021-08-21,What We Do in the Shadows,2014,https://boxd.it/259Kh7,4,Yes,,2021-08-20
2021-08-23,Mandy,2018,https://boxd.it/25uwpt,4.5,Yes,,2021-08-22
2021-08-24,Annette,2021,https://boxd.it/25CBdt,1.5,Yes,,2021-08-23
2021-08-26,Free Guy,2021,https://boxd.it/25S9Qz,3,,,2021-08-25
2021-08-26,Shangri-La,2021,https://boxd.it/25TJNj,,,,2021-08-25
2021-08-27,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/25Y1Mr,4,,,2021-08-26
2021-08-27,Taxi Driver,1976,https://boxd.it/260O7B,4,,,2021-08-26
2021-08-29,Gone Girl,2014,https://boxd.it/26evTp,3,,,2021-08-28
2021-08-29,Inglourious Basterds,2009,https://boxd.it/26jZFn,4,,,2021-08-29
2021-08-30,Hunt for the Wilderpeople,2016,https://boxd.it/26stm7,3.5,,,2021-08-29
2021-08-31,Candyman,1992,https://boxd.it/26BgWT,3,,,2021-08-30
2021-09-01,The Wolf of Wall Street,2013,https://boxd.it/26JP1T,4,,,2021-08-31
2021-09-01,Call Me by Your Name,2017,https://boxd.it/26KPZB,4,,,2021-08-31
2021-09-02,CODA,2021,https://boxd.it/26Rb8L,4.5,,,2021-09-01
2021-09-03,American Psycho,2000,https://boxd.it/270Oyh,4.5,,,2021-09-02
2021-09-05,Happier Than Ever: A Love Letter to Los Angeles,2021,https://boxd.it/27dvXN,3.5,,,2021-09-04
2021-09-05,Moonlight,2016,https://boxd.it/27jCsf,4.5,,,2021-09-05
2021-09-06,Coming to America,1988,https://boxd.it/27ooDD,3,,,2021-09-05
2021-09-06,Kedi,2016,https://boxd.it/27rtvP,4,,,2021-09-05
2021-09-06,Cinderella,2021,https://boxd.it/27tL4r,0.5,,,2021-09-06
2021-09-07,Coming 2 America,2021,https://boxd.it/27BbUx,3,,,2021-09-06
2021-09-07,Carrie,1976,https://boxd.it/27CIGP,3.5,,,2021-09-06
2021-09-08,Black Swan,2010,https://boxd.it/27MNU3,4,,,2021-09-08
2021-09-09,Naked Lunch,1991,https://boxd.it/27TyyF,3,,,2021-09-08
2021-09-10,The Killing of a Sacred Deer,2017,https://boxd.it/280F6R,4,,,2021-09-09
2021-09-10,Nobody,2021,https://boxd.it/281zhV,3,,,2021-09-10
2021-09-11,Candyman,2021,https://boxd.it/2873gX,3.5,,,2021-09-10
2021-09-11,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/289C8X,3,,,2021-09-11
2021-09-12,Evangelion: 2.0 You Can (Not) Advance,2009,https://boxd.it/28eb2D,3.5,,,2021-09-11
2021-09-12,Freaky,2020,https://boxd.it/28hq2p,2.5,,,2021-09-11
2021-09-12,Doctor Strange,2016,https://boxd.it/28k1nj,3,,,2021-09-12
2021-09-13,Shrek,2001,https://boxd.it/28rsul,4.5,Yes,,2021-09-12
